user_id,speech_prob_calm,speech_prob_stressed,speech_prob_sad,speech_prob_anxious,speech_prob_neutral,speech_prob_energetic,dominant_speech_emotion,pitch_mean_hz,pitch_variance,energy_mean,speech_rate_wpm,pause_ratio,jitter,shimmer,speech_embed_0,speech_embed_1,speech_embed_2,speech_embed_3,speech_embed_4,speech_embed_5,speech_embed_6,speech_embed_7,speech_embed_8,speech_embed_9,speech_embed_10,speech_embed_11,speech_embed_12,speech_embed_13,speech_embed_14,speech_embed_15
U01006,0.175,0.146,0.1562,0.155,0.2723,0.0954,neutral,186.1,36.69,0.445,138.4,0.226,0.0137,0.0337,-0.7154,-2.5364,-1.4563,-0.3585,-0.3571,0.1378,1.0369,-0.7255,-1.4666,1.2535,0.214,-0.7923,-1.9922,2.1508,-0.4679,0.1645
U01007,0.2593,0.095,0.1598,0.1099,0.2879,0.088,neutral,183.5,40.12,0.516,156.3,0.13,0.0069,0.024,-0.8655,1.5503,-0.6645,-0.6676,0.6339,0.5948,-1.2063,-0.3297,-2.6063,0.4057,0.5621,0.5299,1.9016,0.3484,-0.0206,0.0663
U01008,0.2181,0.1965,0.1735,0.115,0.2343,0.0625,neutral,184.8,33.99,0.525,118.4,0.191,0.0141,0.0267,1.0061,-0.8128,-0.4901,1.489,-1.8775,-0.3252,-1.2428,0.1444,0.2296,-0.1856,-1.1525,-1.1456,-0.8075,-1.227,0.2311,-0.7932
U01009,0.2222,0.1327,0.1627,0.1635,0.2552,0.0637,neutral,206.8,34.29,0.419,152.6,0.213,0.0062,0.0344,0.8932,-0.1478,-2.0428,-0.9565,-0.7183,-1.3464,-1.6891,-2.3124,-0.4346,0.0662,-2.5385,1.6719,-1.3647,0.0538,0.1961,-1.7185
U01010,0.2941,0.1485,0.0782,0.1571,0.2273,0.0948,calm,192.3,26.81,0.619,139.3,0.169,0.0151,0.0188,0.4064,-0.6219,0.5889,-0.9581,0.9145,-3.4755,-1.1109,1.9373,0.4853,-1.0718,-1.1616,-0.5839,-0.2262,-0.3082,1.1272,2.0304
U01011,0.2298,0.168,0.1295,0.1192,0.297,0.0564,neutral,211.9,28.65,0.488,120.7,0.222,0.0159,0.0323,-0.2066,0.0007,-2.1051,-1.5873,-0.4227,-0.8418,0.7391,0.1253,-0.1303,0.3466,0.3901,-0.9648,0.2778,1.4374,0.477,-0.6279
U01012,0.2505,0.0925,0.1369,0.1051,0.2924,0.1226,neutral,205.7,23.06,0.682,138.5,0.19,0.0029,0.0417,-1.7078,-1.6461,0.0652,-1.7106,-0.2726,-1.4897,0.8483,0.6981,-0.9594,0.5602,-0.8838,0.6929,0.009,1.1436,-0.7651,-0.2131
U01013,0.2478,0.21,0.1454,0.1231,0.2288,0.0448,calm,187.0,17.5,0.491,154.1,0.128,0.0111,0.0161,-0.8388,-0.9865,0.5317,-0.4661,0.1619,0.4953,1.9109,-0.1813,-1.2865,-1.2459,0.0616,0.2244,-0.028,-1.0118,1.122,-0.3921
U01014,0.2105,0.1492,0.1539,0.1518,0.2201,0.1145,neutral,173.4,26.67,0.553,141.5,0.145,0.0099,0.0357,-0.5737,0.5945,-0.3282,-1.0132,-1.3701,0.2697,-0.035,0.2653,-0.0728,0.2835,-0.8551,-0.3412,1.4718,0.1203,0.9378,-1.468
U01015,0.2219,0.1627,0.1233,0.1708,0.2798,0.0415,neutral,190.6,32.16,0.522,154.7,0.112,0.0131,0.049,-1.0634,1.1957,1.2473,-1.3765,-0.7795,-0.0003,1.225,0.1085,-0.0669,-0.1221,0.0995,-0.3315,-0.3367,-0.5385,-0.4059,-0.5682
U01016,0.2965,0.1371,0.11,0.1673,0.2226,0.0665,calm,183.8,31.2,0.583,156.6,0.205,0.0062,0.0432,-0.6727,-0.1227,0.3279,-2.4356,-0.3935,-2.1597,-0.2902,-2.1325,1.0254,-0.6717,-0.8239,2.0255,-0.3338,0.6924,-1.2829,-1.1758
U01017,0.2612,0.153,0.1333,0.1568,0.2858,0.0098,neutral,193.9,33.05,0.433,167.8,0.265,0.0116,0.0351,-2.6232,-1.2854,-0.0373,1.1872,-1.0471,-0.6875,-0.3114,-0.0902,-1.443,-1.5613,2.2322,-1.9059,1.0013,0.0905,-0.3875,-0.0364
U01018,0.3017,0.1087,0.1149,0.1491,0.2932,0.0325,calm,148.1,32.99,0.451,150.4,0.194,0.0199,0.0289,-0.2924,-1.2437,-0.2013,-1.2306,0.409,-0.5177,-0.4225,0.6815,-0.1149,0.7036,-0.783,0.6727,-1.1908,0.7669,-0.7888,-1.2334
U01019,0.2472,0.1625,0.1099,0.1144,0.2263,0.1398,calm,158.8,34.33,0.55,144.0,0.224,0.0162,0.0155,1.5103,-0.9443,-0.5915,-0.9511,-1.3009,1.1143,-0.4622,0.696,0.7381,1.345,-1.443,-0.7443,0.302,0.8605,-1.1039,-1.2571
U01020,0.257,0.1745,0.1286,0.1156,0.2548,0.0696,calm,210.0,43.17,0.388,158.3,0.321,0.0167,0.041,0.2754,-1.886,-2.1045,-0.4092,-0.468,-3.285,-0.1173,0.6378,1.0198,0.0,-0.8526,0.88,0.8608,-0.1438,0.3783,0.3998
U01021,0.3326,0.0242,0.1385,0.1111,0.2889,0.1047,calm,183.0,33.76,0.508,155.2,0.206,0.0069,0.0381,0.6376,0.1563,1.0947,-0.2188,-1.0846,0.0204,-0.15,-1.5414,0.5916,1.8868,-0.1573,-0.7302,-2.2088,0.2789,0.8396,-0.4423
U01022,0.311,0.0547,0.1173,0.0728,0.3362,0.1079,neutral,176.2,39.58,0.433,176.7,0.187,0.0102,0.025,0.9181,-0.4818,1.1977,1.3574,-0.8529,0.4785,-1.4931,1.0684,0.383,-0.1757,-1.9398,0.595,-0.0201,-1.1054,0.2606,1.4194
U01023,0.3377,0.1136,0.0789,0.1489,0.2605,0.0603,calm,196.8,41.01,0.601,144.7,0.218,0.0171,0.0377,-2.167,-0.6748,0.8854,-0.7381,0.8679,0.3598,0.2791,1.1551,-0.3052,0.6737,-0.2294,0.3217,0.8768,-0.9168,0.1603,-1.1257
U01024,0.2162,0.1299,0.1075,0.1583,0.2615,0.1267,neutral,187.8,29.43,0.582,151.3,0.285,0.0117,0.0343,0.0223,-0.3794,0.9256,-1.3793,0.6568,1.7811,0.646,0.7174,-0.1749,-1.3612,-2.358,0.2334,-0.3424,-1.483,1.4643,-0.7001
U01025,0.2044,0.193,0.1798,0.1853,0.2366,0.0009,neutral,189.7,33.84,0.538,128.3,0.281,0.0215,0.0294,-0.0332,-0.2806,-0.9719,-2.0652,-2.761,-0.7844,-0.2377,-0.0198,-0.9914,0.7484,0.6325,-0.8749,-0.6587,-0.5858,-0.3116,0.005
U01026,0.2397,0.1696,0.1552,0.1865,0.2382,0.0107,calm,230.0,46.32,0.495,135.7,0.211,0.0214,0.0536,-1.2259,0.0804,-2.0124,0.4133,-1.5855,0.4599,0.4067,1.3014,0.324,1.4167,-1.3422,-1.6216,-0.3153,-1.9206,2.117,0.8591
U01027,0.1894,0.1767,0.1749,0.1887,0.2362,0.0341,neutral,196.5,53.11,0.496,154.4,0.311,0.0197,0.0374,-1.5053,-0.1187,-0.8628,-1.4111,-0.2644,-1.5279,1.0398,-1.0011,-3.1366,0.5598,1.182,-0.6346,-0.4992,-0.8842,1.4336,-0.604
U01028,0.1991,0.1314,0.1563,0.1724,0.2948,0.0459,neutral,193.8,23.5,0.467,131.0,0.383,0.0112,0.0456,1.0598,0.6636,-0.8696,1.9058,-0.7911,-0.5089,1.5499,0.2853,-0.1769,-0.172,-2.072,-2.1227,0.3005,-0.5372,-1.1096,0.2225
U01029,0.1207,0.2263,0.1647,0.2239,0.2364,0.028,neutral,188.2,32.23,0.421,148.8,0.243,0.0146,0.0414,1.0106,-1.3638,0.525,-0.8661,-1.2085,0.0485,-0.7229,0.432,-1.3859,-0.429,-1.7884,-2.214,-1.2267,-0.903,-1.0578,-1.9871
U01030,0.1782,0.196,0.2142,0.2,0.21,0.0016,sad,204.5,33.77,0.367,119.6,0.284,0.0268,0.0364,0.6423,-0.0933,-1.0962,-0.0289,-2.0625,0.1437,-0.7044,-0.5985,-0.4844,0.4069,-1.3522,-2.7757,-2.9395,-0.8984,1.7188,-0.9134
U01031,0.2283,0.1788,0.1871,0.1625,0.22,0.0233,calm,196.9,39.38,0.557,145.5,0.367,0.024,0.0448,-2.3158,-0.9524,-0.0121,-0.3809,1.2259,0.8211,0.132,-0.2377,-0.8058,0.2465,-0.5478,-1.6221,0.6534,-2.4422,-1.2061,-0.913
U01032,0.2369,0.1175,0.1371,0.1231,0.3108,0.0747,neutral,186.2,37.81,0.414,115.0,0.25,0.012,0.0407,-2.8828,-0.7901,-0.3806,-0.0541,0.8307,-0.8325,-2.3,-1.1406,-0.5413,0.2083,0.1506,-1.3679,0.7988,-1.7398,2.2954,-0.4186
U01033,0.167,0.1873,0.1386,0.1546,0.2932,0.0593,neutral,184.4,35.46,0.331,154.0,0.23,0.0219,0.0461,-0.9977,-1.5894,1.2322,0.0246,-0.5222,0.5822,-0.289,-0.8686,-1.9653,-1.7872,0.346,-1.0715,-1.4362,0.2243,-0.8426,-0.958
U01034,0.2009,0.128,0.1434,0.1491,0.275,0.1035,neutral,186.2,36.97,0.363,139.8,0.203,0.0114,0.0594,-0.5204,-0.0518,0.2539,-0.4743,-0.3421,0.4852,-1.6752,1.2431,0.0597,1.1883,0.3441,-2.0839,-1.1867,-0.7142,-1.7931,-0.4971
U01035,0.2465,0.1275,0.0992,0.1251,0.3439,0.0577,neutral,187.2,24.68,0.572,136.1,0.213,0.0024,0.0206,0.3289,1.0813,0.7971,0.0611,-0.8217,-1.4297,-0.3379,-1.2548,-0.6512,0.2684,-0.7786,-0.6248,-0.3967,0.2562,-0.5143,1.0269
U01036,0.1641,0.2199,0.1645,0.2083,0.2242,0.019,neutral,162.2,41.9,0.487,140.5,0.359,0.0206,0.0469,0.674,-1.7264,0.1363,-0.6664,-0.2155,-1.1646,-0.0372,-1.6148,-1.0276,-0.3733,-1.4417,0.4333,0.4019,-1.2222,0.0712,-1.1629
U01037,0.3114,0.0557,0.1358,0.1407,0.2648,0.0916,calm,170.2,26.41,0.625,169.3,0.116,0.0168,0.0426,-1.6494,-0.7701,-1.0831,-0.0295,-0.8549,-0.1142,0.796,0.3682,-0.7692,0.7965,0.8086,0.8585,0.748,-1.3007,0.703,-0.4449
U01038,0.2663,0.1355,0.1268,0.0736,0.3147,0.0832,neutral,187.5,20.61,0.437,140.3,0.212,0.0164,0.0275,0.6404,-0.7959,-0.63,-0.3053,-0.6669,0.1703,-0.8525,0.3315,-0.0764,-1.4286,0.7278,0.2349,0.0702,-0.7102,-1.6677,0.1983
U01039,0.2995,0.0955,0.1737,0.125,0.2902,0.016,calm,201.3,44.72,0.485,148.5,0.254,0.0115,0.0392,0.1757,0.948,-0.9245,0.124,-0.6954,0.2716,0.3661,-0.4684,0.0733,-1.8331,0.2177,0.0278,0.6905,-2.184,-0.4517,-1.5599
U01040,0.2518,0.081,0.1421,0.1197,0.319,0.0864,neutral,192.4,37.39,0.649,145.1,0.165,0.0066,0.0397,-0.9631,0.0276,1.8333,-1.694,-1.291,-0.0635,-1.2837,1.0449,-1.1567,-0.2361,0.2718,-1.5097,-0.117,1.1938,0.3388,-0.5473
U01041,0.3049,0.0786,0.1203,0.0961,0.3209,0.0791,neutral,166.5,41.01,0.312,169.4,0.267,0.0133,0.0303,-0.4712,0.1009,-0.8641,-0.3579,0.1085,0.3676,1.1353,1.2549,-0.294,-1.7835,-0.229,1.1107,-0.3165,1.3891,-1.4381,0.2133
U01042,0.2567,0.1716,0.1154,0.1303,0.2865,0.0396,neutral,172.1,35.01,0.534,141.5,0.218,0.0132,0.0444,-0.7056,0.1348,-0.5502,-0.6859,1.1105,0.7869,-0.0605,-0.7121,1.1452,1.6506,-1.6046,-0.7813,-0.7134,-0.3921,-0.5635,-0.3141
U01043,0.2254,0.1679,0.1382,0.1582,0.2699,0.0404,neutral,196.1,35.62,0.412,144.7,0.141,0.0188,0.0509,-1.4906,0.5233,1.0574,-1.2705,-0.137,-0.7872,-0.5771,-0.9311,-1.6428,1.0203,-0.4614,-0.2894,0.2996,0.123,-0.8913,-0.8638
U01044,0.1643,0.2445,0.1646,0.1764,0.2377,0.0125,stressed,201.2,60.25,0.318,118.8,0.406,0.0078,0.0573,-1.3106,-0.7241,-0.7312,0.8913,-0.9317,0.2255,-1.0419,-1.3678,-1.222,-1.0466,-1.8995,-0.8749,0.7403,0.1601,-0.6259,-0.1904
U01045,0.2095,0.1726,0.1572,0.1181,0.2843,0.0583,neutral,175.7,31.18,0.577,158.3,0.211,0.0184,0.0556,-0.1482,-1.6101,-0.8207,-1.817,0.9016,1.6925,0.0433,-1.2324,0.5451,-1.2352,1.5511,-1.1648,-0.1824,0.5496,-0.1844,-2.1308
U01046,0.247,0.137,0.1474,0.1132,0.2832,0.0722,neutral,208.5,41.24,0.641,152.1,0.206,0.0152,0.0464,-1.8843,-2.2832,0.0156,1.8436,0.8188,-0.592,0.7058,-0.5736,-1.0926,-1.583,-0.415,-1.0759,0.575,-1.8385,0.3762,-1.1385
U01047,0.2302,0.1321,0.1589,0.1328,0.2856,0.0604,neutral,206.3,30.3,0.637,135.2,0.228,0.0139,0.0461,1.1925,-0.3321,0.6875,-1.3657,0.0047,1.3472,-0.1946,0.1048,0.8332,-0.8045,1.8179,-0.521,0.0893,-1.8976,0.8274,0.0151
U01048,0.2106,0.1148,0.1754,0.1448,0.2953,0.0592,neutral,193.4,36.5,0.435,136.3,0.226,0.0232,0.0161,0.9837,-1.2127,-0.3598,-0.7845,0.4008,1.1934,0.459,-1.0833,-0.0284,0.5943,0.0881,0.4967,0.8321,-0.7755,-0.2477,0.1366
U01049,0.2504,0.1793,0.1057,0.1625,0.273,0.0292,neutral,169.7,26.62,0.436,131.8,0.218,0.0138,0.029,-2.5875,0.957,-0.0412,-1.0502,-0.3452,1.2264,1.0557,-1.9626,-0.5205,-0.0625,1.0514,-1.3869,-0.3913,-1.2413,-0.7179,-0.2853
U01050,0.2524,0.114,0.1204,0.1479,0.2711,0.0943,neutral,180.8,37.85,0.367,132.6,0.128,0.0051,0.0347,-0.1532,0.2177,0.0162,1.8342,0.6035,0.4468,-0.2868,1.5299,-0.3979,0.4698,-0.4297,0.1218,0.3916,0.8015,-1.1685,0.0398
U01051,0.2303,0.1435,0.1408,0.1536,0.2941,0.0377,neutral,201.4,20.31,0.535,146.1,0.212,0.0202,0.039,1.546,1.2392,-0.8147,-0.1993,-0.6616,1.0671,0.3214,-1.3097,0.649,-0.1159,0.6709,-1.4994,-0.3142,0.1888,-0.7837,0.2525
U01052,0.2405,0.1343,0.1413,0.1329,0.2375,0.1135,calm,201.2,35.05,0.705,145.3,0.246,0.0031,0.05,0.5952,1.4027,-0.7457,1.9857,0.6376,0.7082,-1.0103,0.3796,0.1808,-0.0078,0.3167,-1.713,0.8347,-0.9708,-0.1607,-0.3805
U01053,0.2869,0.1353,0.1099,0.1579,0.2745,0.0355,calm,197.7,31.2,0.472,165.5,0.041,0.0115,0.0394,0.1552,-1.6272,0.0891,-0.6766,1.1201,0.5976,-0.5271,-0.2912,0.0206,-0.0801,-0.3132,-0.4886,1.695,0.6026,0.0459,0.3441
U01054,0.2268,0.1735,0.1211,0.1656,0.2683,0.0447,neutral,183.3,29.93,0.57,176.9,0.124,0.0187,0.0388,-1.4662,-1.0815,-0.1875,-0.2598,0.0219,-1.143,-2.1381,-0.2233,0.733,-1.5054,0.3901,-0.1449,1.0436,0.1558,1.5108,0.8613
U01055,0.1893,0.1569,0.0983,0.2017,0.2873,0.0664,neutral,152.7,21.3,0.441,140.3,0.168,0.0137,0.0407,0.0884,-0.6238,0.5224,0.4419,1.2321,1.2854,-0.6909,-1.5159,-0.612,0.1297,-0.5674,-0.5308,-0.2117,-0.7281,-1.0114,-1.3043
U01056,0.1898,0.2065,0.1873,0.1887,0.2268,0.0009,neutral,164.0,41.09,0.605,138.6,0.359,0.0129,0.0285,-0.9804,1.9435,-2.342,0.5144,-0.3046,-0.0417,-0.3908,-1.1755,-0.9766,0.1562,0.2854,-2.1246,-0.5308,-0.915,-1.8627,0.6406
U01057,0.189,0.1687,0.1733,0.1747,0.2858,0.0085,neutral,221.0,31.21,0.383,148.3,0.217,0.0196,0.0339,-0.2717,1.2732,0.1138,-0.4799,-0.0657,-2.7019,-0.6101,-1.6315,-0.6817,-1.5395,-0.1241,-2.3799,-0.4711,0.9215,0.5637,-0.4769
U01058,0.322,0.0946,0.0984,0.0705,0.2866,0.1278,calm,193.1,44.07,0.637,134.9,0.008,0.0127,0.0365,0.0321,1.5854,0.2123,0.9747,0.3003,0.2065,1.1881,2.1344,-0.0559,0.645,0.4729,-0.2259,-0.7716,1.0985,1.5168,0.0603
U01059,0.2157,0.184,0.1098,0.1547,0.2794,0.0565,neutral,209.3,37.45,0.495,135.3,0.213,0.0125,0.0365,0.452,-0.908,0.5248,0.6764,1.2815,0.3494,0.0871,0.546,0.3656,0.5784,-1.5298,-1.2161,-1.0269,1.2317,-2.4944,0.876
U01060,0.1926,0.2095,0.18,0.1278,0.2522,0.038,neutral,209.7,44.49,0.459,158.0,0.273,0.0194,0.0513,-1.0307,-0.0426,-0.71,-0.6932,-0.0553,0.1266,-0.3878,-0.5199,-0.0217,-0.2926,-1.2852,0.5,-1.1838,0.5857,0.1048,0.0576
U01061,0.2366,0.1748,0.2041,0.1507,0.2019,0.0319,calm,219.4,53.52,0.695,164.0,0.251,0.0149,0.0615,0.2898,-0.5979,0.6436,-1.5147,-1.1623,-1.6724,-0.1477,0.5926,0.0784,-1.6405,-0.0324,-0.9065,-1.4417,-1.4636,0.7449,0.0
U01062,0.2046,0.2179,0.1431,0.1812,0.2256,0.0276,neutral,198.5,37.71,0.509,120.3,0.336,0.0138,0.0438,-0.1263,0.9718,0.4238,-0.7536,-2.3756,0.2946,0.959,-1.2372,0.0816,0.0929,0.7923,-0.898,0.482,-0.6784,-1.337,-1.0864
U01063,0.2195,0.1948,0.1596,0.1539,0.2653,0.0069,neutral,153.5,26.63,0.339,165.0,0.276,0.0198,0.0447,-0.9095,-0.6953,-2.2226,-0.9911,-1.1207,-2.1926,0.2393,-0.6167,0.8085,0.7644,1.5073,0.7789,-0.0557,-0.4762,-0.9039,0.8531
U01064,0.179,0.2029,0.1739,0.1859,0.2286,0.0297,neutral,186.8,46.19,0.568,126.0,0.341,0.0135,0.039,-0.3877,0.1294,-1.6211,0.0505,-0.7349,-1.0767,-1.5738,-0.1152,0.3948,-1.9217,-1.5707,-1.4276,-0.0276,0.0134,-0.3226,-1.9244
U01065,0.2466,0.1364,0.1742,0.2054,0.2363,0.0011,calm,173.7,30.2,0.477,165.1,0.245,0.01,0.0093,0.7993,-0.7302,0.5691,-0.2291,-0.6136,-0.9687,0.0823,0.5478,0.6105,0.0903,-0.4174,0.4308,-1.1104,0.5801,-1.4274,0.384
U01066,0.2365,0.1736,0.1514,0.1613,0.2535,0.0237,neutral,196.5,35.38,0.5,149.6,0.308,0.0139,0.0338,-0.4173,-0.5601,-1.8835,-0.7153,-1.0947,-0.6954,-0.0843,-2.5588,-0.1885,0.4095,0.0484,-1.1543,1.4572,-1.433,-0.1807,1.4022
U01067,0.181,0.1569,0.1422,0.1642,0.3121,0.0435,neutral,190.0,39.39,0.288,158.0,0.406,0.0276,0.0456,-1.2834,-0.9297,-0.4496,-0.6957,-0.9416,-1.061,-1.1716,-1.7323,-0.0154,0.8354,0.0801,1.2525,0.6409,0.5074,-1.6065,-1.2945
U01068,0.246,0.1244,0.0884,0.1674,0.3254,0.0484,neutral,178.7,25.23,0.436,162.7,0.127,0.0135,0.0062,1.5682,-0.0833,0.7032,0.1335,0.1554,-0.962,-1.2477,-2.176,1.6636,1.1786,1.1072,-0.4956,0.5658,-0.8411,1.0418,-0.2814
U01069,0.2852,0.124,0.1354,0.1109,0.2758,0.0686,calm,191.2,29.81,0.428,192.4,0.162,0.0189,0.015,-2.9547,1.2961,0.1051,0.7364,0.4159,-1.7453,0.0915,0.9241,-1.9203,-0.5899,0.4359,-1.2458,0.8437,-1.0172,-2.3134,0.2108
U01070,0.2363,0.1781,0.1698,0.0908,0.2461,0.079,neutral,200.6,31.74,0.656,152.7,0.309,0.0079,0.0349,-0.9933,-0.3488,-0.6343,1.0277,-0.9862,-0.5288,0.4972,-1.5595,-0.4391,-0.101,-0.7228,-0.7784,0.0069,-1.1649,-0.0418,-0.7621
U01071,0.2327,0.1427,0.1242,0.1105,0.3142,0.0757,neutral,166.2,39.01,0.475,154.0,0.224,0.014,0.0405,-1.4266,-0.9147,-0.8145,-0.6655,1.2991,0.3078,0.1212,-0.2527,2.1126,-0.8359,0.6633,0.6955,0.6122,-0.5652,-1.2253,0.2358
U01072,0.2051,0.1831,0.148,0.1967,0.2613,0.0057,neutral,242.3,48.2,0.421,165.9,0.164,0.0107,0.0385,0.9296,-1.0968,0.4359,-1.3716,-0.2502,-0.2269,-1.088,0.0651,-1.3361,-1.636,-0.979,-1.592,-1.6912,1.2569,-0.6453,-0.6014
U01073,0.1617,0.2012,0.1056,0.22,0.3106,0.0009,neutral,197.4,41.21,0.387,126.6,0.325,0.0122,0.0566,-1.07,-2.8077,-1.6765,-0.9235,0.2796,0.7661,0.2163,-0.1625,0.2205,-1.2226,-0.0142,0.5499,-1.4331,-1.3581,-1.0673,-2.0752
U01074,0.314,0.1112,0.0692,0.0514,0.3409,0.1134,neutral,166.7,37.29,0.41,146.0,0.127,0.006,0.0426,0.2542,-0.4688,0.5907,0.0122,-0.8927,-1.0677,0.6885,-0.0019,-0.3833,-0.3536,1.0004,0.5933,-0.1833,2.1772,-0.1365,0.4115
U01075,0.3415,0.0692,0.113,0.1194,0.2468,0.11,calm,145.4,52.99,0.618,135.1,0.327,0.0168,0.0384,0.3698,-0.3518,-0.2793,0.5388,2.0622,0.7568,1.6795,0.1468,-0.5621,1.7478,1.9459,-1.1277,-0.1033,1.1221,-0.5812,-0.2045
U01076,0.3066,0.1328,0.1126,0.1372,0.3098,0.001,neutral,227.8,34.39,0.625,164.3,0.115,0.0027,0.0448,0.9412,-0.8878,1.3761,-0.9717,-0.5786,-0.1851,-1.2675,-0.5546,0.3142,1.0433,0.0417,-0.4048,-1.1507,-0.1916,-0.9665,-1.0589
U01077,0.2079,0.1473,0.1357,0.1262,0.2957,0.0872,neutral,168.8,46.04,0.286,158.1,0.226,0.0117,0.0337,0.1104,-0.6581,0.4562,-2.3608,-0.6313,0.1723,-0.2691,-1.298,-0.2655,0.2556,0.1618,-0.5138,0.3871,-0.6437,-0.5686,0.6537
U01078,0.1395,0.2104,0.1365,0.2117,0.2544,0.0475,neutral,223.3,39.54,0.305,128.6,0.256,0.0286,0.0519,0.1686,1.0079,0.0638,-0.2605,0.4421,-2.4577,-1.7304,-0.3677,0.4415,-0.4998,-0.4196,-2.3846,0.6149,1.1542,-1.9164,-2.451
U01079,0.22,0.2357,0.0731,0.2023,0.2617,0.0071,neutral,162.7,39.84,0.387,133.0,0.419,0.0267,0.0558,-1.3173,-1.0731,-0.6113,0.5978,-1.7688,-1.2138,-0.3189,-0.8015,-1.3447,-0.2853,-1.7479,-0.6837,-2.0158,0.236,-2.2808,-2.208
U01080,0.2789,0.0815,0.1152,0.1111,0.3342,0.0791,neutral,189.8,29.62,0.768,127.8,0.063,0.0114,0.0211,-0.3285,1.0662,0.2271,0.6292,-0.7303,-0.8109,0.7421,-1.6932,0.115,-0.4827,-0.8608,-0.3642,-0.4686,0.3501,0.0541,-1.0822
U01081,0.2236,0.2015,0.1463,0.1756,0.2433,0.0097,neutral,202.8,35.62,0.484,138.4,0.314,0.0153,0.0423,0.4177,1.4965,-0.6539,1.6864,0.7215,0.0553,0.3951,1.3368,-0.5811,-2.3372,-1.8757,-1.3155,0.2334,-0.4739,1.3884,0.5135
U01082,0.2755,0.1426,0.1198,0.126,0.3028,0.0331,neutral,153.7,31.36,0.532,142.7,0.152,0.0194,0.0422,-0.3036,-0.8431,-1.0625,0.5873,-1.0727,1.1975,0.4545,-0.3599,-0.9171,0.2326,-0.4355,-0.6223,-0.7681,0.0703,-0.8768,-0.084
U01083,0.2764,0.1093,0.0877,0.173,0.2634,0.0902,calm,181.4,29.73,0.603,164.1,0.112,0.0016,0.0413,1.1513,-0.1604,-0.4867,-0.1318,0.7037,0.3924,-1.1203,-1.461,-1.7865,-0.0642,1.3737,-2.5307,-1.1307,0.7943,-1.0008,0.4585
U01084,0.278,0.0962,0.1405,0.0862,0.3129,0.0862,neutral,218.6,26.19,0.469,157.1,0.198,0.0077,0.0263,-1.0083,-0.4001,0.313,-0.9415,-0.7585,1.355,-0.2953,0.6509,0.1216,-0.1766,0.8334,-0.4236,0.045,-1.3948,-1.3235,-1.2362
U01085,0.1962,0.1807,0.1056,0.128,0.2905,0.099,neutral,182.3,32.29,0.37,116.1,0.282,0.0133,0.043,0.1238,-1.2268,-1.1465,0.2308,0.0791,0.7817,-1.0449,-1.1913,-0.1194,1.0848,1.2076,-1.3022,-0.209,1.0277,0.4276,-1.8025
U01086,0.2224,0.1493,0.1538,0.1676,0.2733,0.0337,neutral,196.4,35.96,0.483,160.6,0.275,0.0114,0.0445,-0.7736,0.4674,0.2994,0.0978,-1.6961,-0.178,-1.5307,-1.4823,-0.6008,0.1397,-0.1458,-0.9278,-0.3555,1.1394,-1.0515,-2.2747
U01087,0.2693,0.1504,0.1713,0.1188,0.2523,0.0379,calm,208.0,29.95,0.569,142.3,0.102,0.0143,0.0511,-0.0002,0.8637,-0.1467,0.9465,-0.0139,-1.9137,-1.2547,0.8009,-1.0041,-0.2862,0.0415,-0.4559,-0.7385,0.16,-0.3718,0.5566
U01088,0.2183,0.1212,0.1725,0.1765,0.2749,0.0366,neutral,206.7,51.47,0.369,159.1,0.237,0.0084,0.0456,-1.2112,-0.5907,-0.4287,-1.3554,-0.244,-1.3759,-0.6637,1.1397,0.6091,0.4639,0.8132,1.2896,-1.8803,0.104,-1.1775,-0.8929
U01089,0.0967,0.2862,0.1358,0.2089,0.2716,0.0009,stressed,145.4,59.17,0.599,115.4,0.416,0.023,0.0389,0.2951,-1.2696,-0.6712,-0.039,-0.2257,-0.1787,-1.9158,-3.4912,-1.5018,0.1294,-1.9744,-0.8708,-0.4745,-0.8559,0.5775,-1.3064
U01090,0.1832,0.1898,0.1579,0.1249,0.2895,0.0548,neutral,173.9,41.41,0.419,151.4,0.372,0.0089,0.062,1.1899,-1.4321,-2.87,-0.4219,-0.127,-1.4708,-1.3472,0.1946,-0.4764,-1.2056,0.2829,-0.3951,1.5287,1.796,-0.205,-0.589
U01091,0.2004,0.1807,0.1807,0.1559,0.2758,0.0065,neutral,176.1,33.33,0.407,143.3,0.299,0.0174,0.0469,0.0197,-1.3258,-0.3768,-0.7304,-1.2089,0.4384,1.4115,0.6952,0.3727,-0.142,-0.2414,-0.1224,-0.0142,0.6739,-0.7391,-0.3477
U01092,0.2225,0.173,0.1454,0.1573,0.2473,0.0546,neutral,230.4,31.22,0.311,130.0,0.275,0.0152,0.0483,-0.5859,0.4913,-0.0707,-2.9691,-1.5848,-0.7645,-1.9936,-0.0169,0.4107,-0.2195,-0.7166,-0.6582,-1.2135,-0.5662,-1.5711,-0.9374
U01093,0.2143,0.1266,0.1917,0.1294,0.2826,0.0555,neutral,164.5,35.86,0.362,147.0,0.233,0.0128,0.0268,0.4027,1.2024,-2.4032,-1.043,-1.314,-0.9199,-0.6614,-0.4637,1.5672,-0.6153,0.2248,-0.0131,-0.219,0.6131,-0.5426,0.6367
